France, Total Population, Death rates (period 1x1), 	Last modified: 13 Sep 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1817         106             1.006740        0.684494        0.836765
  1817         107             1.122025        0.735471        0.916859
  1817         108             1.204833        0.803828        0.996408
  1817         109             1.236797        0.834276        1.030278
  1817         110+            1.767372        0.919556        1.325380
  1818           0             0.185714        0.216629        0.201523
  1818           1             0.061039        0.061260        0.061151
  1818           2             0.041661        0.041421        0.041538
  1818           3             0.028556        0.028248        0.028399
  1818           4             0.020295        0.020125        0.020209
  1818           5             0.016523        0.016260        0.016389
  1818           6             0.013993        0.013648        0.013818
  1818           7             0.011766        0.011254        0.011505
  1818           8             0.009821        0.009242        0.009524
  1818           9             0.008198        0.007680        0.007933
  1818          10             0.006964        0.006525        0.006739
  1818          11             0.006147        0.005736        0.005936
  1818          12             0.005667        0.005332        0.005497
  1818          13             0.005535        0.005205        0.005370
  1818          14             0.005877        0.005386        0.005630
  1818          15             0.006563        0.005885        0.006223
  1818          16             0.007248        0.006484        0.006865
  1818          17             0.007656        0.007099        0.007379
  1818          18             0.007990        0.007791        0.007892
  1818          19             0.008500        0.008655        0.008576
  1818          20             0.009013        0.009626        0.009315
  1818          21             0.009478        0.010399        0.009932
  1818          22             0.009271        0.010839        0.010020
  1818          23             0.009044        0.010983        0.009940
  1818          24             0.009272        0.010738        0.009949
  1818          25             0.009341        0.010031        0.009659
  1818          26             0.009436        0.009403        0.009421
  1818          27             0.009450        0.009071        0.009278
  1818          28             0.009459        0.008960        0.009235
  1818          29             0.009603        0.009026        0.009344
  1818          30             0.009803        0.009357        0.009602
  1818          31             0.009903        0.009603        0.009768
  1818          32             0.010375        0.009674        0.010051
  1818          33             0.010986        0.009800        0.010423
  1818          34             0.011133        0.009963        0.010577
  1818          35             0.011279        0.010098        0.010718
  1818          36             0.011490        0.010304        0.010926
  1818          37             0.011770        0.010557        0.011193
  1818          38             0.012071        0.010848        0.011488
  1818          39             0.012457        0.011285        0.011897
  1818          40             0.012940        0.011832        0.012411
  1818          41             0.013490        0.012431        0.012984
  1818          42             0.013542        0.013076        0.013324
  1818          43             0.013579        0.013705        0.013637
  1818          44             0.014064        0.014215        0.014133
  1818          45             0.014421        0.014585        0.014496
  1818          46             0.014828        0.015090        0.014948
  1818          47             0.015553        0.015917        0.015720
  1818          48             0.016329        0.016907        0.016595
  1818          49             0.016994        0.018004        0.017459
  1818          50             0.017850        0.019379        0.018555
  1818          51             0.018634        0.020642        0.019560
  1818          52             0.019834        0.021626        0.020675
  1818          53             0.021012        0.022464        0.021705
  1818          54             0.021468        0.023180        0.022286
  1818          55             0.021826        0.023741        0.022740
  1818          56             0.022661        0.024710        0.023639
  1818          57             0.024582        0.026294        0.025405
  1818          58             0.027146        0.028330        0.027720
  1818          59             0.030041        0.031001        0.030506
  1818          60             0.033662        0.034306        0.033974
  1818          61             0.037186        0.037592        0.037382
  1818          62             0.040546        0.040726        0.040633
  1818          63             0.043116        0.043209        0.043162
  1818          64             0.044870        0.045196        0.045028
  1818          65             0.046188        0.046930        0.046548
  1818          66             0.048146        0.049218        0.048666
  1818          67             0.050954        0.052254        0.051583
  1818          68             0.054858        0.056182        0.055497
  1818          69             0.060534        0.061400        0.060952
  1818          70             0.067868        0.067917        0.067892
  1818          71             0.075584        0.074838        0.075224
  1818          72             0.083177        0.081504        0.082369
  1818          73             0.090386        0.087995        0.089227
  1818          74             0.096296        0.094096        0.095228
  1818          75             0.101596        0.100274        0.100954
  1818          76             0.108410        0.108162        0.108290
  1818          77             0.115629        0.117673        0.116613
  1818          78             0.122716        0.128078        0.125264
  1818          79             0.132795        0.138847        0.135660
  1818          80             0.150172        0.150629        0.150392
  1818          81             0.165555        0.164823        0.165203
  1818          82             0.181277        0.178994        0.180179
  1818          83             0.195867        0.191957        0.193982
  1818          84             0.206143        0.201226        0.203767
  1818          85             0.208815        0.204590        0.206770
  1818          86             0.207942        0.205642        0.206830
  1818          87             0.205876        0.205993        0.205932
  1818          88             0.204817        0.206558        0.205652
  1818          89             0.209891        0.210513        0.210189
  1818          90             0.226071        0.220970        0.223632
  1818          91             0.245501        0.231247        0.238663
  1818          92             0.265692        0.239328        0.252943
  1818          93             0.287417        0.246441        0.267335
  1818          94             0.311752        0.258131        0.285115
  1818          95             0.343207        0.281391        0.312104
  1818          96             0.385622        0.311865        0.347771
  1818          97             0.442590        0.357256        0.398055
  1818          98             0.514384        0.433014        0.471969
  1818          99             0.614218        0.545001        0.578319
  1818         100             0.646562        0.582325        0.613176
  1818         101             0.712715        0.633889        0.671187
  1818         102             0.803881        0.709056        0.752582
  1818         103             0.900033        0.797523        0.843865
  1818         104             1.012933        0.895087        0.947246
  1818         105             1.141638        1.017998        1.071853
  1818         106             1.248523        1.110141        1.168952
  1818         107             1.506093        1.225773        1.335669
  1818         108             2.009709        1.502752        1.686183
  1818         109             2.372093        2.010582        2.147091
  1818         110+            2.853420        2.571429        2.661795
  1819           0             0.196792        0.234458        0.216021
  1819           1             0.066216        0.066978        0.066602
  1819           2             0.045566        0.046210        0.045892
  1819           3             0.030022        0.030090        0.030056
  1819           4             0.021489        0.021382        0.021434
  1819           5             0.018145        0.018137        0.018141
  1819           6             0.015814        0.015820        0.015817
  1819           7             0.013601        0.013597        0.013599
  1819           8             0.011566        0.011432        0.011497
  1819           9             0.009657        0.009419        0.009535
  1819          10             0.007948        0.007647        0.007794
  1819          11             0.006665        0.006274        0.006465
  1819          12             0.005910        0.005403        0.005651
  1819          13             0.005592        0.005052        0.005319
  1819          14             0.005722        0.005134        0.005427
  1819          15             0.006354        0.005627        0.005990
  1819          16             0.007054        0.006282        0.006667
  1819          17             0.007700        0.007003        0.007350
  1819          18             0.008088        0.007753        0.007921
  1819          19             0.008463        0.008623        0.008542
  1819          20             0.009069        0.009647        0.009354
  1819          21             0.009638        0.010465        0.010046
  1819          22             0.010114        0.010943        0.010523
  1819          23             0.009836        0.010998        0.010391
  1819          24             0.009503        0.010653        0.010035
  1819          25             0.009654        0.009942        0.009787
  1819          26             0.009782        0.009271        0.009546
  1819          27             0.009967        0.008854        0.009454
  1819          28             0.010062        0.008795        0.009486
  1819          29             0.010120        0.008998        0.009616
  1819          30             0.010249        0.009307        0.009826
  1819          31             0.010320        0.009585        0.009990
  1819          32             0.010255        0.009697        0.010005
  1819          33             0.010611        0.009678        0.010180
  1819          34             0.011129        0.009741        0.010470
  1819          35             0.011172        0.009854        0.010546
  1819          36             0.011304        0.010056        0.010711
  1819          37             0.011560        0.010389        0.011004
  1819          38             0.011914        0.010789        0.011378
  1819          39             0.012344        0.011272        0.011832
  1819          40             0.012912        0.011945        0.012450
  1819          41             0.013488        0.012613        0.013070
  1819          42             0.014052        0.013250        0.013669
  1819          43             0.014008        0.013851        0.013935
  1819          44             0.013846        0.014322        0.014064
  1819          45             0.014103        0.014628        0.014343
  1819          46             0.014434        0.015039        0.014710
  1819          47             0.014977        0.015714        0.015314
  1819          48             0.015981        0.016803        0.016357
  1819          49             0.017159        0.018107        0.017595
  1819          50             0.018233        0.019446        0.018791
  1819          51             0.019163        0.020683        0.019863
  1819          52             0.019816        0.021684        0.020677
  1819          53             0.020763        0.022377        0.021520
  1819          54             0.021520        0.022905        0.022181
  1819          55             0.021532        0.023406        0.022426
  1819          56             0.022043        0.024240        0.023091
  1819          57             0.023357        0.025660        0.024455
  1819          58             0.025958        0.027697        0.026794
  1819          59             0.029431        0.030202        0.029805
  1819          60             0.033226        0.033270        0.033247
  1819          61             0.036827        0.036280        0.036562
  1819          62             0.040042        0.039147        0.039609
  1819          63             0.042873        0.041780        0.042343
  1819          64             0.044655        0.043690        0.044187
  1819          65             0.045813        0.045425        0.045624
  1819          66             0.047544        0.047768        0.047653
  1819          67             0.050219        0.051017        0.050606
  1819          68             0.053711        0.055172        0.054418
  1819          69             0.058370        0.060476        0.059385
  1819          70             0.064783        0.067244        0.065969
  1819          71             0.071827        0.074571        0.073148
  1819          72             0.078806        0.081723        0.080211
  1819          73             0.085585        0.088148        0.086824
  1819          74             0.092052        0.094031        0.093012
  1819          75             0.097378        0.099150        0.098239
  1819          76             0.103738        0.105341        0.104517
  1819          77             0.112708        0.114261        0.113462
  1819          78             0.122453        0.126390        0.124341
  1819          79             0.132007        0.140177        0.135851
  1819          80             0.148840        0.149370        0.149096
  1819          81             0.164835        0.164744        0.164791
  1819          82             0.181546        0.180267        0.180931
  1819          83             0.197597        0.194394        0.196054
  1819          84             0.210031        0.204430        0.207325
  1819          85             0.215263        0.207506        0.211503
  1819          86             0.216454        0.207351        0.212033
  1819          87             0.215854        0.206948        0.211534
  1819          88             0.214694        0.207612        0.211273
  1819          89             0.216442        0.212414        0.214506
  1819          90             0.226333        0.226003        0.226175
  1819          91             0.239508        0.242525        0.240953
  1819          92             0.252825        0.258469        0.255544
  1819          93             0.267175        0.274389        0.270688
  1819          94             0.286718        0.294126        0.290387
  1819          95             0.317596        0.327910        0.322784
  1819          96             0.358627        0.375152        0.367053
  1819          97             0.416845        0.433953        0.425768
  1819          98             0.498379        0.517852        0.508733
  1819          99             0.602138        0.652396        0.628632
  1819         100             0.499073        0.476503        0.487202
  1819         101             0.536549        0.510012        0.522420
  1819         102             0.583231        0.539004        0.559208
  1819         103             0.661243        0.590367        0.621318
  1819         104             0.750195        0.659861        0.698353
  1819         105             0.874286        0.738127        0.793843
  1819         106             1.053309        0.871609        0.943575
  1819         107             1.187817        0.929664        1.026718
  1819         108             2.406780        1.045872        1.379501
  1819         109                   .        2.171779        2.171779
  1819         110+                  .              .              .
  1820           0             0.180915        0.213029        0.197340
  1820           1             0.056130        0.058200        0.057174
  1820           2             0.039300        0.040766        0.040039
  1820           3             0.026246        0.027286        0.026770
  1820           4             0.018371        0.018908        0.018643
  1820           5             0.015834        0.016223        0.016032
  1820           6             0.014054        0.014479        0.014271
  1820           7             0.012284        0.012674        0.012483
  1820           8             0.010563        0.010843        0.010706
  1820           9             0.008925        0.008963        0.008945
  1820          10             0.007366        0.007136        0.007248
  1820          11             0.006131        0.005688        0.005904
  1820          12             0.005340        0.004726        0.005026
  1820          13             0.005056        0.004310        0.004674
  1820          14             0.005183        0.004448        0.004811
  1820          15             0.005630        0.004995        0.005312
  1820          16             0.006224        0.005698        0.005960
  1820          17             0.006808        0.006508        0.006658
  1820          18             0.007350        0.007395        0.007373
  1820          19             0.007655        0.008319        0.007985
  1820          20             0.007962        0.009311        0.008627
  1820          21             0.008439        0.010128        0.009272
  1820          22             0.008858        0.010602        0.009718
  1820          23             0.009175        0.010654        0.009904
  1820          24             0.008795        0.010188        0.009460
  1820          25             0.008400        0.009356        0.008841
  1820          26             0.008588        0.008659        0.008621
  1820          27             0.008818        0.008173        0.008521
  1820          28             0.009130        0.007976        0.008598
  1820          29             0.009399        0.008180        0.008844
  1820          30             0.009623        0.008610        0.009168
  1820          31             0.009807        0.008869        0.009386
  1820          32             0.009895        0.009059        0.009519
  1820          33             0.009827        0.009122        0.009510
  1820          34             0.010180        0.009129        0.009695
  1820          35             0.010714        0.009282        0.010034
  1820          36             0.010832        0.009557        0.010227
  1820          37             0.011060        0.009945        0.010530
  1820          38             0.011411        0.010461        0.010960
  1820          39             0.011835        0.011012        0.011443
  1820          40             0.012308        0.011597        0.011968
  1820          41             0.012828        0.012205        0.012530
  1820          42             0.013332        0.012701        0.013030
  1820          43             0.013837        0.013090        0.013480
  1820          44             0.013742        0.013341        0.013555
  1820          45             0.013580        0.013447        0.013519
  1820          46             0.014075        0.013790        0.013945
  1820          47             0.014715        0.014488        0.014611
  1820          48             0.015591        0.015646        0.015616
  1820          49             0.016964        0.017438        0.017181
  1820          50             0.018412        0.019483        0.018905
  1820          51             0.019331        0.021037        0.020116
  1820          52             0.020020        0.022261        0.021052
  1820          53             0.020428        0.023105        0.021661
  1820          54             0.021140        0.023494        0.022243
  1820          55             0.021827        0.023751        0.022744
  1820          56             0.022462        0.024556        0.023460
  1820          57             0.023824        0.025979        0.024851
  1820          58             0.026087        0.028201        0.027094
  1820          59             0.029763        0.031200        0.030453
  1820          60             0.034143        0.034625        0.034377
  1820          61             0.037856        0.037991        0.037921
  1820          62             0.041178        0.041073        0.041127
  1820          63             0.044240        0.044008        0.044127
  1820          64             0.046863        0.046509        0.046691
  1820          65             0.048599        0.048234        0.048422
  1820          66             0.050922        0.050597        0.050764
  1820          67             0.054198        0.053767        0.053989
  1820          68             0.058556        0.057842        0.058210
  1820          69             0.063733        0.062735        0.063250
  1820          70             0.069966        0.068603        0.069309
  1820          71             0.077266        0.075477        0.076404
  1820          72             0.084870        0.083076        0.084006
  1820          73             0.091957        0.090727        0.091365
  1820          74             0.098369        0.098029        0.098204
  1820          75             0.104496        0.105784        0.105121
  1820          76             0.110776        0.114155        0.112418
  1820          77             0.119242        0.124289        0.121694
  1820          78             0.132088        0.138269        0.135086
  1820          79             0.146982        0.157755        0.152114
  1820          80             0.164343        0.168302        0.166256
  1820          81             0.183408        0.185550        0.184440
  1820          82             0.203101        0.203755        0.203416
  1820          83             0.221506        0.221073        0.221298
  1820          84             0.234544        0.234234        0.234394
  1820          85             0.237556        0.239950        0.238715
  1820          86             0.234748        0.240791        0.237682
  1820          87             0.229344        0.239382        0.234221
  1820          88             0.224355        0.238169        0.231050
  1820          89             0.224849        0.239705        0.232008
  1820          90             0.237257        0.247466        0.242149
  1820          91             0.256160        0.258199        0.257134
  1820          92             0.278605        0.269928        0.274449
  1820          93             0.301663        0.281839        0.292094
  1820          94             0.325424        0.299154        0.312578
  1820          95             0.353725        0.331873        0.342854
  1820          96             0.385136        0.379127        0.382110
  1820          97             0.425515        0.447469        0.436640
  1820          98             0.489837        0.537518        0.514434
  1820          99             0.599236        0.680141        0.641496
  1820         100             0.519063        0.535256        0.527459
  1820         101             0.560243        0.580281        0.570810
  1820         102             0.603626        0.636053        0.620914
  1820         103             0.667753        0.686198        0.677861
  1820         104             0.806244        0.795752        0.800208
  1820         105             1.000000        0.977099        0.986486
  1820         106             1.385257        1.241206        1.295348
  1820         107             2.464730        1.937888        2.113260
  1820         108             4.192771        2.419753        2.871166
  1820         109                   .        4.186047        4.186047
  1820         110+                  .              .              .
  1821           0             0.181840        0.213841        0.198236
  1821           1             0.056687        0.056375        0.056529
  1821           2             0.041396        0.041691        0.041545
  1821           3             0.027983        0.028215        0.028100
  1821           4             0.019456        0.019647        0.019552
  1821           5             0.016255        0.016199        0.016227
  1821           6             0.014179        0.013871        0.014022
  1821           7             0.012121        0.011841        0.011978
  1821           8             0.010189        0.009906        0.010044
  1821           9             0.008444        0.008124        0.008281
  1821          10             0.006897        0.006482        0.006685
  1821          11             0.005749        0.005228        0.005482
  1821          12             0.005024        0.004382        0.004696
  1821          13             0.004789        0.003996        0.004383
  1821          14             0.005111        0.004122        0.004605
  1821          15             0.005727        0.004656        0.005184
  1821          16             0.006389        0.005411        0.005898
  1821          17             0.007048        0.006228        0.006636
  1821          18             0.007649        0.007171        0.007409
  1821          19             0.008146        0.008205        0.008175
  1821          20             0.008366        0.009247        0.008805
  1821          21             0.008542        0.010027        0.009275
  1821          22             0.008821        0.010486        0.009642
  1821          23             0.009051        0.010598        0.009814
  1821          24             0.009207        0.010305        0.009748
  1821          25             0.008736        0.009628        0.009161
  1821          26             0.008407        0.009055        0.008707
  1821          27             0.008641        0.008689        0.008663
  1821          28             0.008876        0.008445        0.008677
  1821          29             0.009117        0.008357        0.008766
  1821          30             0.009260        0.008530        0.008927
  1821          31             0.009231        0.008598        0.008946
  1821          32             0.009303        0.008609        0.008991
  1821          33             0.009371        0.008659        0.009051
  1821          34             0.009396        0.008710        0.009088
  1821          35             0.009983        0.008874        0.009470
  1821          36             0.010583        0.009083        0.009871
  1821          37             0.010853        0.009497        0.010209
  1821          38             0.011159        0.010006        0.010611
  1821          39             0.011504        0.010616        0.011082
  1821          40             0.011835        0.011201        0.011533
  1821          41             0.012217        0.011794        0.012015
  1821          42             0.012511        0.012239        0.012381
  1821          43             0.012790        0.012575        0.012687
  1821          44             0.013072        0.012809        0.012946
  1821          45             0.012809        0.012955        0.012877
  1821          46             0.012747        0.013343        0.013019
  1821          47             0.013384        0.014005        0.013667
  1821          48             0.014185        0.014923        0.014522
  1821          49             0.015209        0.016162        0.015644
  1821          50             0.016567        0.017728        0.017098
  1821          51             0.017656        0.018985        0.018266
  1821          52             0.018309        0.019863        0.019023
  1821          53             0.018824        0.020581        0.019632
  1821          54             0.019178        0.021126        0.020075
  1821          55             0.020054        0.021562        0.020760
  1821          56             0.021434        0.022382        0.021886
  1821          57             0.022646        0.023704        0.023150
  1821          58             0.024356        0.025483        0.024892
  1821          59             0.026698        0.027854        0.027248
  1821          60             0.029901        0.030500        0.030188
  1821          61             0.033325        0.033322        0.033323
  1821          62             0.035933        0.035838        0.035887
  1821          63             0.038429        0.038271        0.038353
  1821          64             0.041019        0.040841        0.040933
  1821          65             0.043187        0.042916        0.043056
  1821          66             0.045905        0.045758        0.045834
  1821          67             0.048975        0.048793        0.048887
  1821          68             0.052774        0.052508        0.052645
  1821          69             0.057486        0.057065        0.057282
